relays_published,a9.wtf,ahadizapto.tk,applied-privacy.net,artikel10.org,betechcompany.com,Binaryevolved.com,brasshorncommunications.uk,bungeetaco.com,captainsonic.com,demsh.org,dfri.se,digitalcourage.social,dotsrc.org,emeraldonion.org,florentius.net,for-privacy.net,frichetten.com,hviv.nl,hydra-family.github.io,katawaredoki.one,kerneloops.de,kubieziel.de,linkspartei.org,lokodlare.com,marx.wtf,medvideos-tor.org,nicdex.com,nos-oignons.net,ns4.jth.net,privacy.gd,privacysvcs.net,qimam.com,quetzalcoatl-relays.org,recipe-acl.github.io,relayon.org,stormycloud.org,tor-nodes.padhi.me,tor2.xn--sb-lka.org,torservers.net,unredacted.org,uwu.lgbt,worldofmatthew.com,www.cccs.de,www.digitale-gesellschaft.ch,www.f3netze.de,www.privex.io,www.quintex.com
2021-11-23,0.00,0.00,4.47,6.21,0,0,0.06,0.08,0.11,0,0.43,4.74,0.55,1.33,4.54,4.54,0.12,1.22,4.24,0.05,0,0.26,0,0,0.03,0.92,0.33,1.29,0.00,0,0.02,0,6.04,0.28,6.92,0.05,0.07,0,1.76,0.83,0.02,0.18,0.06,1.39,8.29,0.21,3.43
2021-11-24,0.00,0.00,4.41,6.09,0,0,0.06,0.08,0.10,0,0.44,4.65,0.53,1.31,4.55,4.43,0.13,1.24,4.27,0.05,0,0.26,0,0,0.03,0.92,0.33,1.23,0.00,0,0.02,0,6.02,0.26,8.21,0.06,0.07,0,1.79,0.83,0.02,0.18,0.05,1.37,8.21,0.21,3.40
2021-11-25,0.03,0,4.45,5.88,0,0,0.06,0.08,0.10,0,0.43,4.71,0.51,1.29,4.42,4.27,0.12,1.25,4.26,0.05,0,0.24,0,0.04,0.03,0.92,0.34,1.22,0.00,0,0.02,0,6.00,0.27,8.78,0.05,0.06,0,1.76,0.84,0.02,0.17,0.10,1.36,8.34,0.18,3.18
2021-11-27,0.03,0,4.33,5.74,0,0,0.06,0.07,0.10,0,0.44,4.81,0.54,1.24,4.34,4.24,0.12,1.22,4.23,0.05,0,0.24,0,0.03,0.03,1.06,0.33,1.22,0.00,0,0.02,0,6.04,0.26,9.73,0.04,0.06,0,1.72,0.85,0.01,0.15,0.07,1.30,8.33,0.18,3.09
2021-11-28,0.06,0.00,4.48,5.58,0,0,0.06,0.08,0.10,0,0.43,4.84,0.53,1.04,4.23,4.14,0.11,1.22,4.20,0.05,0,0.25,0,0.09,0.03,1.08,0.33,1.05,0.00,0,0.02,0,6.02,0.26,11.61,0.04,0.06,0,1.64,0.83,0.01,0.17,0.09,1.15,8.08,0.17,2.86
2021-11-29,0.05,0.00,4.57,5.38,0,0,0.06,0.08,0.10,0,0.43,4.88,0.55,1.04,4.34,4.05,0.10,1.19,4.15,0.05,0,0.25,0,0.12,0.03,1.10,0.35,1.22,0.00,0,0.02,0,6.00,0.23,12.62,0.04,0.06,0,1.61,0.81,0.01,0.17,0.07,1.13,8.04,0.16,2.63
2021-11-30,0.06,0,4.58,5.26,0,0,0.06,0.07,0.10,0,0.43,4.99,0.53,0.87,4.28,4.08,0.11,1.22,4.09,0.05,0,0.19,0,0.18,0.03,1.15,0.34,1.21,0.00,0,0.02,0,5.92,0.22,13.17,0.04,0.06,0,1.59,0.83,0.01,0.17,0.07,1.25,8.02,0.17,2.76
2021-12-01,0.06,0.00,4.55,5.21,0,0,0.06,0.06,0.09,0,0.41,4.99,0.53,1.08,4.20,4.13,0.11,1.19,3.98,0.05,0,0.19,0,0.26,0.03,1.18,0.33,1.21,0.00,0,0.02,0,5.83,0.22,13.56,0,0.06,0,1.55,0.79,0.01,0.17,0.06,1.28,7.74,0.16,2.73
2021-12-02,0.06,0.00,4.53,5.19,0,0,0.05,0.07,0.09,0,0.42,5.02,0.56,1.06,4.21,4.20,0.13,1.17,4.04,0.05,0,0.17,0,0.27,0.03,1.23,0.34,1.17,0.00,0,0.02,0,5.86,0.21,14.01,0,0.06,0,1.54,0.75,0.01,0.16,0.07,1.30,7.94,0.15,2.75
2021-12-03,0.05,0.00,4.61,5.25,0,0,0.06,0.07,0.09,0,0.41,5.03,0.53,0.52,4.28,4.16,0.13,1.16,3.96,0.04,0,0.17,0,0.32,0.02,1.26,0.33,1.17,0.00,0.00,0.02,0,5.86,0.21,14.64,0,0.04,0,1.54,0.75,0.01,0.16,0.06,1.28,7.80,0.16,2.70
2021-12-04,0.06,0.00,4.54,5.16,0,0,0.06,0.05,0.10,0,0.41,4.97,0.52,0.65,4.35,4.09,0.12,1.11,3.98,0.04,0,0.18,0,0.35,0.02,1.35,0.32,1.09,0.00,0.00,0.01,0,5.81,0.19,14.71,0,0.04,0,1.49,0.76,0.01,0.16,0.06,1.28,7.81,0.15,2.63
2021-12-05,0.06,0.00,4.47,5.22,0,0,0.06,0.06,0.10,0,0.42,5.00,0.53,0.65,4.32,4.01,0.11,1.14,4.00,0.04,0,0.16,0,0.37,0.02,1.37,0.31,1.18,0.00,0.00,0.01,0,5.85,0.19,14.81,0,0.04,0,1.50,0.74,0.01,0.15,0.06,1.26,7.81,0.16,2.62
2021-12-06,0.06,0.00,4.55,5.28,0,0,0.05,0.06,0.10,0,0.41,4.99,0.54,0.65,4.54,3.94,0.11,1.16,4.02,0.05,0,0.15,0,0.39,0.03,1.62,0.29,1.17,0.00,0.01,0.02,0,5.80,0.18,14.91,0,0.04,0,1.46,0.71,0.01,0.15,0.06,1.26,7.88,0.16,2.58
2021-12-07,0.06,0.00,4.40,5.38,0,0,0.06,0.06,0.10,0,0.42,4.98,0.55,0.66,4.48,4.00,0.10,1.12,3.98,0.04,0,0.15,0,0.40,0.03,1.82,0.32,1.17,0.00,0.02,0.01,0,5.83,0.19,14.77,0,0.04,0,1.44,0.72,0.01,0.14,0.06,1.25,7.81,0.16,2.60
2021-12-08,0.06,0.00,4.35,5.52,0,0,0.06,0.02,0.10,0,0.43,4.86,0.55,0.68,4.44,4.15,0.11,1.11,3.94,0.05,0,0.15,0,0.42,0.02,2.00,0.30,1.15,0.00,0.02,0.02,0,5.78,0.19,14.70,0,0.04,0,1.42,0.74,0.01,0.14,0.07,1.25,7.71,0.16,2.59
2021-12-09,0.06,0.00,4.37,5.52,0,0,0.06,0.03,0.10,0,0.42,4.80,0.56,0.69,4.45,4.17,0.12,1.13,3.88,0.05,0,0.16,0,0.42,0.02,2.13,0.31,1.17,0.00,0.02,0.02,0.00,5.87,0.19,14.92,0.00,0.04,0,1.37,0.68,0.01,0.14,0.07,1.23,7.64,0.16,2.58
2021-12-10,0.06,0.00,4.61,5.98,0,0,0.06,0.02,0.11,0,0.44,5.00,0.58,0.73,0,4.29,0.13,1.24,4.12,0.05,0,0.15,0,0.44,0.03,2.32,0.33,1.22,0.00,0.02,0.02,0,6.15,0.20,15.42,0.02,0.05,0,1.45,0.70,0.01,0.15,0.08,1.31,7.95,0.16,2.65
2021-12-11,0.06,0.00,4.51,6.16,0,0,0.06,0.03,0.12,0,0.44,4.90,0.58,0.74,0,4.22,0.13,1.24,4.09,0.05,0,0.15,0,0.45,0.03,2.34,0.32,1.21,0.00,0.04,0.02,0,6.24,0.20,15.37,0.05,0.05,0,1.45,0.71,0.01,0.15,0.07,1.32,7.99,0.16,2.62
2021-12-12,0.06,0.00,4.42,6.26,0,0,0.06,0.03,0.11,0,0.43,4.84,0.58,0.73,0,4.36,0.13,1.22,4.00,0.05,0,0.14,0,0.46,0.03,2.52,0.30,1.13,0.00,0.03,0.02,0,6.16,0.20,15.53,0.09,0.05,0,1.41,0.68,0.01,0.12,0.06,1.31,7.97,0.15,2.56
2021-12-13,0.06,0.00,4.49,6.31,0,0,0.06,0,0.11,0,0.45,4.73,0.59,0.72,0,4.44,0.14,1.18,3.93,0.05,0,0.12,0,0.50,0.03,2.52,0.32,1.11,0.00,0.05,0.02,0,6.07,0.19,15.77,0.15,0.05,0,1.35,0.69,0.01,0.13,0.06,1.28,7.92,0.15,2.57
2021-12-14,0.06,0.00,4.75,6.79,0,0,0.06,0,0.12,0,0.46,5.02,0.63,0.78,0,4.83,0.14,1.31,4.20,0.05,0,0.13,0,0.61,0.03,2.73,0.33,1.15,0.00,0.04,0.02,0,6.47,0.20,9.26,0.18,0.05,0,1.46,0.77,0.01,0.14,0.06,1.38,8.52,0.16,2.72
2021-12-15,0.06,0.00,4.87,6.84,0,0,0.06,0,0.13,0,0.46,5.15,0.62,0.01,0,4.83,0.14,1.28,4.23,0.05,0,0.13,0,0.66,0.03,2.83,0.33,1.19,0.00,0.04,0.02,0,6.47,0.20,8.88,0.23,0.05,0,1.53,0.76,0.01,0.16,0.07,1.40,8.61,0.16,2.77
2021-12-16,0.06,0.00,4.77,7.08,0,0,0.06,0,0.12,0,0.46,5.16,0.63,0,0,4.71,0.13,1.26,4.20,0.05,0,0.13,0.00,0.74,0.03,2.85,0.32,1.20,0.00,0.04,0.02,0,6.29,0.18,9.12,0.30,0.05,0,1.52,0.74,0.01,0.16,0.06,1.37,8.38,0.16,2.75
2021-12-17,0.06,0.00,4.85,7.28,0,0,0.06,0,0.13,0,0.47,5.11,0.62,0,0,4.55,0.14,1.27,4.27,0.05,0,0.13,0.00,0.78,0.03,2.86,0.32,1.20,0.00,0.05,0.02,0,6.26,0.16,9.15,0.31,0.05,0,1.51,0.75,0.01,0.17,0.06,1.38,8.47,0.16,2.71
2021-12-18,0.06,0.00,4.81,7.35,0,0,0.06,0,0.13,0,0.47,5.17,0.63,0,0,4.45,0.13,1.27,4.25,0.05,0,0.13,0.00,0.83,0.02,2.92,0.31,1.19,0.00,0.05,0.02,0,6.22,0,9.02,0.33,0.05,0,1.52,0.77,0.01,0.17,0.06,1.37,8.57,0.16,2.70
2021-12-19,0.06,0.00,4.81,7.45,0,0,0.06,0,0.13,0,0.46,5.19,0.62,0.01,0,4.57,0.12,1.27,4.27,0.04,0,0.13,0.00,0.87,0.02,2.91,0.32,1.22,0.00,0.05,0.02,0,6.16,0,9.12,0.41,0.05,0,1.56,0.77,0.01,0.17,0.06,1.40,8.65,0.16,2.71
2021-12-20,0.06,0.00,4.65,7.45,0,0,0.06,0,0.13,0,0.46,5.19,0.60,0,0,4.52,0.13,1.25,4.25,0.05,0,0.13,0.01,0.93,0.02,2.88,0.32,1.14,0.00,0.05,0.02,0,6.07,0,9.13,0.45,0.05,0,1.55,0.76,0.01,0.16,0.06,1.38,8.65,0.16,2.70
2021-12-21,0.05,0.00,4.82,7.63,0,0,0.06,0,0.13,0,0.45,5.23,0.59,0.01,0,4.56,0.09,1.24,4.21,0.05,0,0.14,0.03,0.33,0.02,2.97,0.31,1.13,0.00,0.05,0.02,0,6.24,0,9.29,0.47,0.05,0,1.55,0.75,0.01,0.17,0.06,1.35,8.67,0.16,2.66
2021-12-22,0.05,0.00,4.72,7.92,0,0,0.06,0,0.13,0,0.42,5.34,0.59,0.01,0,4.52,0.09,1.24,4.23,0.05,0,0.15,0.04,0.29,0.02,3.04,0.31,1.13,0.00,0.05,0.02,0,6.17,0,9.15,0.49,0.04,0,1.55,0.74,0.01,0.17,0.06,1.17,8.63,0.17,2.69
2021-12-23,0.06,0.00,4.67,8.18,0,0,0.06,0,0.13,0,0.45,5.34,0.59,0,0,4.49,0.09,1.25,4.27,0.05,0,0.15,0.09,0.30,0.02,3.02,0.32,0.92,0.00,0.05,0.01,0,6.17,0,9.32,0.49,0.04,0,1.56,0.75,0.01,0.17,0.06,1.38,8.49,0.16,2.67
2021-12-25,0.06,0.00,4.74,8.49,0,0,0.06,0,0.13,0,0.41,5.39,0.59,0,0,4.48,0.09,1.22,4.23,0.05,0,0.14,0.20,0.29,0.02,3.12,0.30,0.91,0.00,0.05,0.01,0,6.26,0,9.11,0.56,0.04,0,1.57,0.73,0.01,0.17,0.06,1.36,8.39,0.17,2.68
2021-12-26,0.05,0.00,4.58,8.43,0,0,0.06,0,0.13,0,0.41,5.47,0.60,0,0,4.30,0.09,1.22,4.24,0.05,0,0.15,0.30,0.28,0.02,3.14,0.30,0.92,0.00,0.05,0.01,0,6.29,0,8.63,0.59,0.04,0,1.55,0.74,0.01,0.17,0.06,1.38,8.51,0.16,2.68
2021-12-27,0.06,0,4.70,8.51,0,0,0.06,0,0.13,0,0.41,5.46,0.59,0.01,0,4.34,0.09,1.23,4.17,0.04,0,0.15,0.31,0.28,0.02,3.15,0.31,0.91,0.00,0.05,0.01,0,6.23,0,8.49,0.59,0.04,0,1.55,0.74,0.01,0.17,0.06,1.37,8.42,0.17,2.66
2021-12-28,0.06,0,4.71,8.66,0,0,0.06,0,0.12,0,0.40,5.48,0.57,0.01,0,4.39,0.09,1.23,4.21,0.04,0,0.15,0.37,0.28,0.02,3.11,0.30,0.89,0.00,0.05,0.01,0,6.12,0,8.72,0.62,0.04,0,1.52,0.73,0.01,0.17,0.06,1.37,8.22,0.16,2.59
2021-12-29,0.06,0,4.72,8.80,0,0,0.06,0,0.12,0,0.42,5.62,0.60,0,0,4.34,0.09,1.15,4.15,0.04,0,0.16,0.45,0.25,0.02,3.14,0.30,0.87,0.00,0.05,0.01,0,6.03,0,8.57,0.64,0.04,0,1.54,0.73,0.01,0.17,0.07,1.39,8.06,0.17,2.60
2021-12-30,0.06,0,4.75,8.73,0,0,0.06,0,0.12,0,0.42,5.64,0.59,0,0,4.21,0.09,1.16,4.19,0.05,0,0.17,0.49,0.27,0.02,3.07,0.31,0.89,0.00,0.05,0.01,0,6.01,0,8.51,0.66,0.04,0,1.53,0.77,0.01,0.17,0.07,1.39,8.02,0.17,2.60
2021-12-31,0.06,0,4.75,8.05,0,0,0.06,0,0.12,0,0.42,5.71,0.59,0.03,0,4.30,0.09,1.17,4.16,0.05,0,0.17,0.54,0.27,0.02,3.09,0.30,0.90,0.00,0.05,0.01,0,5.98,0,8.48,0.71,0.04,0,1.53,0.76,0.01,0.17,0.06,1.41,8.06,0.17,2.63
2022-01-01,0.06,0,4.67,8.09,0,0,0.06,0,0.12,0,0.44,5.69,0.58,0.03,0,4.38,0.09,1.18,4.06,0.05,0,0.17,0.58,0.28,0.03,3.14,0.31,0.90,0.00,0,0.01,0,5.75,0,8.42,0.75,0.04,0,1.51,0.78,0.01,0.17,0.06,1.39,8.06,0.17,2.62
2022-01-02,0.06,0,4.56,8.15,0,0,0.06,0,0.12,0,0.45,5.59,0.57,0,0,4.24,0.10,1.21,4.17,0.04,0,0.19,0.61,0.33,0.03,3.13,0.32,0.93,0.00,0.05,0.02,0,5.80,0,8.41,0.79,0.04,0,1.49,0.77,0.01,0.17,0.06,1.40,7.97,0.17,2.65
2022-01-03,0.06,0,4.71,7.24,0,0,0.06,0,0.11,0,0.45,5.86,0.57,0.06,0,4.29,0.10,1.24,3.78,0.04,0,0.19,0.58,0.35,0.02,2.77,0.34,0.92,0.00,0.05,0.01,0,5.82,0,8.51,0.83,0.04,0,1.56,0.78,0,0.16,0.06,1.38,7.93,0.18,2.70
2022-01-04,0.06,0.00,4.63,7.06,0,0,0.06,0,0.12,0,0.46,5.74,0.56,0.08,0,4.25,0.10,1.23,3.73,0.05,0,0.21,0.57,0.71,0.03,3.00,0.33,0.91,0.00,0.06,0.01,0,5.79,0,8.35,0.89,0.04,0,1.52,0.79,0,0.17,0.07,1.40,8.02,0.17,2.65
2022-01-05,0.06,0.00,4.61,6.99,0,0,0.06,0,0.10,0,0.47,5.64,0.55,0.00,0,4.44,0.10,1.23,3.79,0.05,0,0.22,0.59,0.79,0.03,2.86,0.33,0.91,0.00,0.06,0.01,0,5.60,0,8.18,0.90,0.05,0,1.53,0.80,0,0.17,0.07,1.41,8.02,0.17,2.66
2022-01-06,0.06,0.00,4.54,6.98,0,0,0.06,0,0.11,0,0.47,5.64,0.55,0.16,0,4.55,0.09,1.23,3.81,0.05,0,0.23,0.18,0.90,0.03,2.82,0.34,1.15,0.00,0.07,0.01,0,5.67,0,8.10,0.94,0.05,0,1.51,0.75,0,0.17,0.07,1.39,7.93,0.18,2.68
2022-01-07,0.06,0.00,4.57,7.04,0,0,0.06,0,0.10,0,0.49,5.66,0.54,0.19,0,5.22,0.09,1.23,3.79,0.05,0,0.21,0.69,0.96,0.03,2.79,0.34,1.17,0.00,0.06,0.01,0,5.66,0,7.97,0.93,0.05,0,1.51,0,0.01,0.17,0.07,1.38,7.90,0.18,2.63
2022-01-08,0.06,0.00,4.53,7.05,0,0,0.06,0,0.09,0,0.48,5.56,0.53,0.27,0,5.67,0.10,1.18,3.62,0.05,0,0.22,0.70,0.83,0.03,2.74,0.33,1.15,0.00,0.07,0.01,0,5.31,0,8.01,0.90,0.04,0,1.50,0.75,0.01,0.17,0.07,1.36,7.73,0.17,2.58
2022-01-09,0.06,0.00,4.55,7.11,0,0,0.06,0,0.10,0,0.48,5.50,0.53,0.30,0,5.62,0.10,1.15,3.53,0.05,0,0.23,0.69,0.84,0.03,2.78,0.32,1.02,0.00,0.06,0.01,0,5.49,0,8.33,0.88,0.04,0,1.49,0.74,0.01,0.17,0.06,1.29,7.72,0.18,2.52
2022-01-10,0.07,0.00,4.90,7.66,0,0,0.06,0,0.11,0,0.49,6.01,0.57,0.29,0,6.45,0.10,1.26,3.85,0.05,0,0.24,0.86,0.98,0.03,3.22,0.34,0.98,0.00,0,0.01,0,5.87,0,0,0.94,0.05,0,1.64,0.84,0.01,0.19,0.07,1.40,8.41,0.19,2.73
2022-01-11,0.07,0.00,4.91,7.75,0,0,0.06,0,0.10,0,0.49,6.09,0.57,0.37,0,6.70,0.11,1.27,3.85,0.06,0,0.25,0.84,0.98,0.03,3.26,0.33,1.27,0.00,0.00,0.01,0,6.01,0,0,0.98,0.04,0,1.66,0.83,0.01,0.19,0.07,1.39,8.39,0.19,2.77
2022-01-12,0.06,0.00,4.91,7.65,0,0,0.06,0,0.10,0,0.49,6.13,0.57,0.39,0,6.87,0.11,1.23,3.87,0.06,0,0.26,0.85,1.03,0.03,3.21,0.35,1.23,0.00,0.00,0.01,0,6.04,0,0,0.90,0.04,0,1.62,0.85,0.01,0.19,0.07,1.39,8.35,0.19,2.74
2022-01-13,0.05,0.00,4.59,7.29,0,0,0.06,0,0.09,0,0.45,5.71,0.52,0.32,0,6.46,0.10,1.18,3.61,0.05,0,0.23,0.82,0.99,0.02,2.95,0.32,1.12,0.00,0.00,0.01,0,5.56,0,8.10,0.72,0.04,0,1.60,0.79,0.01,0.17,0.07,1.29,7.77,0.18,2.51
2022-01-14,0.06,0.00,4.95,7.74,0,0,0.06,0,0.10,0,0.50,6.19,0.57,0.38,0,6.94,0.11,1.27,3.82,0.06,0,0.28,0.93,1.11,0.03,3.21,0.34,1.18,0.00,0.00,0.01,0,6.05,0,0,0.79,0.04,0,1.74,0.89,0.01,0.18,0.07,1.42,8.28,0.18,2.73
2022-01-15,0.07,0.00,4.81,7.75,0,0,0.07,0,0.10,0,0.49,6.09,0.56,0.31,0,6.91,0.11,1.24,3.82,0.06,0,0.29,1.01,1.11,0.03,3.10,0.34,1.15,0.00,0.01,0.01,0,5.91,0,0,0.78,0.04,0,1.73,0.87,0.01,0.18,0.07,1.42,8.16,0.18,2.66
2022-01-16,0.06,0.00,6.60,7.25,0,0.00,0.06,0,0.09,0,0.45,5.85,0.52,0.31,0,6.33,0.10,1.14,3.53,0.05,0,0.27,1.00,1.03,0.03,2.85,0.32,1.11,0.00,0.02,0.01,0,5.53,0,4.50,0.74,0.04,0,1.67,0.87,0.02,0.18,0.07,1.31,7.54,0.16,2.45
2022-01-17,0,0.00,7.66,8.08,0,0.00,0.06,0,0,0,0.49,6.36,0.55,0.28,0,6.82,0.11,1.26,2.72,0,0,0.30,1.12,1.12,0.03,2.57,0.35,1.25,0.00,0.02,0.01,0,4.31,0,0,1.00,0.04,0,1.77,0.98,0.02,0.20,0.07,1.46,8.13,0.18,2.71
2022-01-18,0.06,0.00,7.59,7.89,0,0.01,0.06,0,0.10,0,0.48,6.32,0.54,0.29,0,6.82,0.11,1.19,3.79,0.05,0,0.29,1.11,1.10,0.03,0.72,0.35,1.26,0.00,0.02,0.01,0,5.83,0,0,0.86,0.04,0,1.68,0.99,0.02,0,0.87,1.41,8.16,0.18,2.66
2022-01-19,0.06,0.00,7.93,7.90,0,0.04,0.06,0,0.10,0,0.48,6.42,0.54,0.24,0,6.76,0.11,1.19,3.80,0.06,0,0.29,1.14,1.11,0.03,0.71,0.34,1.16,0.00,0.03,0.01,0,5.34,0,0,0.86,0.04,0,1.67,0.99,0.02,0,1.10,1.43,8.18,0.18,2.65
2022-01-20,0.06,0.00,8.08,7.83,0,0.12,0.06,0,0.09,0,0.48,6.37,0.53,0.34,0,6.71,0.11,1.17,3.74,0.06,0,0.28,1.21,1.08,0.03,0.82,0.36,1.11,0.00,0.03,0.01,0,5.74,0,0,0.83,0.04,0,1.70,0.99,0.01,0.19,1.57,1.42,8.19,0.18,2.67
2022-01-21,0.06,0.00,7.60,7.23,0,0.18,0.06,0,0.09,0,0.43,5.82,0.49,0.30,0,6.24,0.10,1.09,3.50,0.05,0,0.26,1.15,1.00,0.02,0.76,0.37,1.02,0.00,0.03,0.01,0,5.51,0,6.65,0.78,0.04,0,1.51,0.89,0.02,0.18,1.92,1.29,7.55,0.16,2.44
2022-01-22,0.05,0.00,7.53,7.09,0,0,0.06,0,0.09,0,0.44,5.84,0.50,0.21,0,6.27,0.10,1.09,3.67,0.05,0,0.25,1.18,1.00,0.02,0.75,0.38,1.04,0.00,0.04,0.01,0,5.68,0,6.63,0.54,0.04,0,1.51,0.91,0.02,0.18,2.25,1.28,7.57,0.16,2.44
2022-01-23,0.05,0.00,7.66,6.96,0,0,0.06,0,0.09,0,0.44,5.81,0.52,0.27,0,6.28,0.10,1.09,3.70,0.05,0,0.26,1.22,1.06,0.02,0.75,0.38,1.03,0.00,0.04,0.01,0,5.65,0,6.76,0,0.04,0,1.53,0.92,0.02,0.17,2.67,1.23,7.51,0.16,2.43
2022-01-24,0.06,0.00,7.57,6.81,0,0,0.06,0,0.09,0,0.43,5.62,0.50,0.21,0,6.13,0.10,1.14,3.66,0.06,0,0.25,1.18,1.04,0.02,0.77,0.37,1.01,0.00,0.04,0.01,0,5.59,0,6.78,0.00,0.04,0,1.52,0.91,0.01,0.17,3.34,1.28,7.52,0.15,2.38
2022-01-25,0.05,0.00,7.59,6.89,0,0,0.06,0,0.09,0,0.44,5.63,0.50,0.25,0,6.14,0.09,1.17,3.69,0.05,0,0.26,1.20,1.06,0.02,0,0.37,1.03,0.00,0.04,0.01,0,5.73,0,7.11,0.00,0.04,0,1.52,0.91,0.02,0.16,3.80,1.29,7.65,0.15,2.40
2022-01-26,0.05,0.00,7.57,6.93,0,0,0.06,0,0.10,0,0.43,5.54,0.50,0.27,0,6.06,0.09,1.16,3.63,0.05,0,0.25,1.37,1.09,0.03,0,0.34,1.04,0.00,0.04,0.01,0,5.73,0,7.32,0.03,0.04,0,1.49,0.91,0.01,0.16,4.07,1.28,7.63,0.14,2.37
2022-01-27,0.05,0.00,7.57,6.85,0,0,0.05,0,0.10,0,0.42,5.48,0.49,0.26,0,6.01,0.09,1.14,3.56,0.05,0,0.24,1.37,1.07,0.02,0,0.33,0.99,0.00,0.04,0.01,0,5.65,0,7.34,0.05,0.03,0,1.51,0.88,0.01,0.14,4.28,1.29,7.78,0.14,2.36
2022-01-28,0.05,0.00,7.68,6.91,0,0,0.05,0,0.10,0,0.43,5.34,0.48,0.29,0,6.09,0.08,1.15,3.58,0.05,0,0.23,1.48,1.07,0.02,0,0.09,1.00,0.00,0.05,0.01,0,5.73,0,7.51,0,0.03,0,1.51,0.89,0.01,0.16,4.56,1.02,7.81,0.14,2.33
2022-01-29,0.05,0.00,7.82,6.92,0,0,0.06,0,0.10,0,0.43,5.50,0.48,0.32,0,6.18,0.08,1.15,3.61,0.05,0,0.24,1.48,1.09,0.02,0,0.09,1.00,0.00,0.04,0.01,0,5.75,0,7.72,0,0.03,0,1.55,0.89,0.01,0.16,4.77,0.98,7.53,0.14,2.35
2022-01-30,0.05,0.00,7.76,6.91,0,0,0.05,0,0.10,0,0.44,5.28,0.48,0.31,0,6.12,0.08,1.16,3.60,0.06,0,0.23,1.49,1.08,0.02,0,0.09,0.98,0.00,0.04,0.01,0,5.71,0,7.63,0,0.01,0,1.56,0.88,0.01,0.17,5.15,0.99,7.43,0.14,2.33
2022-01-31,0.05,0.00,7.73,6.93,0,0,0.06,0,0.10,0,0.43,5.25,0.47,0.30,0,6.18,0.08,1.12,3.62,0.05,0,0.23,1.43,1.05,0.02,0,0.10,1.00,0.00,0.04,0.01,0,5.74,0,7.52,0.09,0.01,0,1.56,0.87,0.01,0.15,5.29,0.96,7.58,0.14,2.32
2022-02-01,0.05,0.00,7.80,7.06,0,0,0.05,0,0.10,0,0.44,5.29,0.47,0.34,0,6.26,0.08,1.17,2.55,0.05,0,0.23,1.42,1.05,0.02,0,0.12,1.02,0.00,0.05,0.00,0,5.70,0,7.69,0.14,0.01,0,1.57,0.87,0.01,0.14,5.72,0.95,7.60,0.15,2.34
2022-02-02,0.05,0.00,7.78,7.00,0,0,0.06,0,0.12,0,0.43,5.24,0.47,0.35,0,6.19,0.09,1.16,2.43,0.05,0,0.23,1.40,1.02,0.02,0,0.11,1.02,0.00,0.05,0.00,0,5.73,0,7.69,0.25,0.01,0,1.54,0.84,0.01,0.17,5.79,0.93,7.58,0.15,2.32
2022-02-03,0.05,0.00,7.80,6.93,0,0,0.05,0,0.12,0,0.43,5.19,0.45,0.43,0,6.13,0.09,1.19,2.39,0.05,0,0.22,1.40,1.00,0.02,0,0.11,1.06,0.00,0.05,0.01,0,5.67,0,7.75,0.28,0.01,0,1.53,0.83,0.01,0.16,5.88,0.94,7.54,0.15,2.32
2022-02-04,0.05,0.00,7.64,6.92,0,0,0.05,0,0.12,0,0.44,5.21,0.46,0.54,0,5.96,0.08,1.18,2.49,0.05,0,0.22,1.36,0.99,0.02,0,0.11,1.05,0.00,0.06,0.01,0,5.75,0,7.81,0.28,0.01,0,1.54,0.83,0.01,0.16,5.99,0.93,7.62,0.15,2.30
2022-02-05,0.06,0.00,8.76,7.77,0,0,0.06,0,0.13,0,0.51,5.95,0.53,0.76,0,6.85,0.10,1.35,2.79,0.06,0,0.25,1.61,1.14,0.03,0,0.14,1.27,0.00,0.06,0.01,0,0.17,0,0,0.33,0.02,0,1.73,0.93,0.01,0.19,7.29,1.31,8.59,0.17,2.62
2022-02-06,0.05,0,7.47,6.67,0,0,0.06,0,0.12,0,0.44,5.15,0.46,0.65,0,5.86,0.08,1.12,2.39,0.05,0,0.23,1.40,0.97,0.02,0,0.32,1.14,0.00,0.05,0.01,0,5.80,0,8.17,0.29,0.01,0,1.51,0.80,0.01,0.15,6.39,1.12,7.64,0.13,2.26
2022-02-07,0.05,0,7.63,6.75,0,0,0.06,0,0.12,0,0.43,5.08,0.46,0.59,0,5.86,0.08,1.13,2.35,0.05,0,0.17,1.44,0.97,0.02,0,0.32,1.13,0.00,0.05,0.01,0,5.70,0,8.29,0.29,0.01,0,1.50,0.80,0.01,0.16,6.52,1.13,7.57,0.13,2.27
2022-02-08,0.05,0,7.68,6.84,0,0,0.05,0,0.09,0,0.41,4.89,0.44,0.66,0,5.99,0.08,1.13,2.30,0.04,0,0.15,1.50,0.58,0.02,0,0.34,1.14,0.00,0.06,0.01,0,5.70,0,8.29,0.29,0.01,0,1.46,0.79,0.00,0.16,6.84,1.14,7.45,0.13,2.66
2022-02-09,0.05,0,7.75,6.70,0,0,0.06,0,0.12,0,0.42,5.12,0.46,0.63,0,5.98,0.08,1.14,2.36,0.05,0,0.17,1.66,0.61,0.02,0,0.36,1.20,0.00,0.06,0.01,0,5.84,0,7.80,0.29,0.03,0,1.53,0.81,0.01,0.16,6.81,1.17,7.65,0.13,2.29
